state,year_month,landings,temperature,pressure,dew_point,humidity,wind_speed,gust,wind_chill,uv_index,feels_like_temperature,visibility,pollutant_value
Terengganu,2018-02,2566,26.085254161227155,1012.1394995648391,21.915323786988687,78.3746532310705,9.16568075500435,37.24663199936365,26.085254161227155,1.8030794440818103,27.681275157745866,8.931386824663587,29.2174787210117
Terengganu,2018-03,4320,27.53606630824373,1009.0847356630824,24.031081989247312,81.90361783154123,5.756944444444445,37.24663199936365,27.53606630824373,2.015625,30.5828853046595,8.88034188034188,23.56661066308244
Terengganu,2018-04,4642,27.804220604099243,1008.2008585858587,24.466693722943724,82.7223575036075,6.022951444982947,31.0,27.804220604099243,2.071517680847245,31.39222582972583,8.947610823258492,21.930498258667697
Terengganu,2018-05,4160,28.13937043540504,1007.7971197242696,24.916426204083763,83.48578008671566,4.557259191522155,43.0,28.13937043540504,1.6537789314936155,32.202958321433975,8.983483261276309,19.28608506542505
Terengganu,2018-06,2821,27.791879153144798,1007.9744199119148,24.5274078581363,83.20016805748725,5.634699041879154,37.2,27.791879153144798,1.6184766651213107,31.45589784432618,8.89034090909091,23.015594005731764
Terengganu,2018-07,2869,27.710512466948565,1007.222770301961,24.851336713271095,85.02649044832566,5.984020705513036,48.0,27.710512466948565,1.696770218680436,31.673666397554065,8.811854244180417,28.27168392100152
Terengganu,2018-08,3300,27.715671955763916,1007.5512586248346,25.0243358576752,85.89170573386224,6.157044115879312,37.42857142857143,27.715671955763916,1.9044746964779424,31.739568200161422,8.84366499238106,45.89309548854605
Terengganu,2018-09,4564,26.988873435326845,1008.6786648122393,24.29207232267038,85.90542420027816,5.769819193324061,46.75,26.988873435326845,1.956884561891516,29.8894297635605,8.864953021490322,47.72844827586207
Terengganu,2018-10,5650,27.091569317226423,1009.4276808708348,24.457213261648747,86.207022434621,5.879917252975796,39.0,27.091569317226423,1.901558144165671,30.01635382453886,8.806968569065344,43.687163978494624
Terengganu,2018-11,3323,26.760295212349163,1009.1874945149661,24.69355410593951,88.9622208509638,5.746251567152484,40.0,26.760295212349163,1.6406744632502743,29.57649663062216,8.723203035509737,37.79782589072825
Terengganu,2018-12,1533,26.514322228098006,1009.3442195487396,24.66508020447735,90.03643354486162,6.478241230389564,41.0,26.514322228098006,1.4845209765556144,29.000705094306362,8.39919070248906,32.65188172043011
Terengganu,2019-01,1598,26.99698400209809,1010.8375303785296,23.97912842031646,84.10413388408077,9.105570854095639,47.4,26.99698400209809,1.5978740647476808,29.724522466998863,8.807356542105824,41.78768506056527
Terengganu,2019-02,2682,27.014925373134325,1011.5467164179104,23.76194029850746,83.08432835820895,6.892537313432836,39.6,27.014925373134325,1.8425373134328358,29.779104477611938,8.94452873752783,45.7366758924136
Terengganu,2019-03,3967,27.5420054200542,1010.0345537197306,24.055025570416994,82.18773494186554,5.886916469971151,31.799999999999997,27.5420054200542,1.980510752688172,30.903640704104113,8.912841191066997,56.350347222222226
Terengganu,2019-04,4547,28.32799442896936,1008.3080153203342,25.106545961002787,83.51671309192201,5.976868874445476,24.0,28.42066542865986,1.9240947075208916,32.84239888423989,8.845680297504522,53.88333333333333
Terengganu,2019-05,2967,28.49597858820782,1008.0339171097141,25.62666920657287,85.14954463566066,5.796639665804502,43.0,28.49597858820782,1.663582722766685,33.46250187801966,8.844191027135873,51.567204301075265
