state,year_month,predicted_landings,lower_80,upper_80,lower_95,upper_95
Johor,2024-01-01,2682,2399,3003,2215,3400
Johor,2024-02-01,2746,2453,3075,2243,3462
Johor,2024-03-01,3384,3101,3709,2917,3918
Johor,2024-04-01,3812,3528,4116,3336,4345
Johor,2024-05-01,4184,3892,4514,3717,4718
Johor,2024-06-01,4427,4143,4731,3923,4924
Johor,2024-07-01,4477,4174,4781,4000,5010
Johor,2024-08-01,4769,4466,5094,4264,5303
Johor,2024-09-01,4943,4683,5253,4467,5476
Johor,2024-10-01,5378,5094,5682,4910,5875
Johor,2024-11-01,4339,4047,4651,3863,4836
Johor,2024-12-01,3361,3059,3666,2894,3858
Johor,2025-01-01,3221,2961,3546,2755,3759
Johor,2025-02-01,3087,2758,3398,2584,3621
Johor,2025-03-01,3782,3455,4080,3306,4498
Johor,2025-04-01,4200,3935,4529,3697,4916
Johor,2025-05-01,4450,4158,4772,3947,4983
Johor,2025-06-01,4567,4284,4889,4064,5285
Johor,2025-07-01,4475,4148,4779,3874,4972
Johor,2025-08-01,4764,4480,5085,4260,5297
Johor,2025-09-01,4887,4595,5198,4383,5420
Johor,2025-10-01,5511,5249,5822,5044,6009
Johor,2025-11-01,4327,4034,4631,3851,4824
Johor,2025-12-01,3422,3130,3661,2946,3917
Johor,2026-01-01,3278,2975,3577,2802,3811
Johor,2026-02-01,3224,2940,3549,2748,3940
Johor,2026-03-01,3989,3697,4314,3485,4705
Johor,2026-04-01,4460,4209,4764,3984,4993
Johor,2026-05-01,4466,4174,4777,3963,4999
Johor,2026-06-01,4567,4275,4889,4091,5105
Johor,2026-07-01,4475,4210,4796,3999,4972
Johor,2026-08-01,4764,4461,4998,4287,5297
Johor,2026-09-01,4928,4678,5238,4482,5425
Johor,2026-10-01,5378,5093,5699,4910,5916
Johor,2026-11-01,4327,4024,4625,3821,4825
Johor,2026-12-01,3422,3162,3733,2918,4138
Johor,2027-01-01,3298,3015,3603,2795,3836
Johor,2027-02-01,3293,3010,3597,2817,3790
Johor,2027-03-01,4155,3852,4485,3679,4873
Johor,2027-04-01,4752,4468,5064,4277,5469
Johor,2027-05-01,4792,4465,5113,4316,5290
Johor,2027-06-01,4878,4594,5199,4410,5411
Johor,2027-07-01,4838,4535,5142,4335,5335
Johor,2027-08-01,5133,4850,5462,4666,5850
Johor,2027-09-01,4919,4636,5230,4416,5453
Johor,2027-10-01,5511,5249,5833,5044,6228
Johor,2027-11-01,4327,4043,4648,3859,4860
Johor,2027-12-01,3422,3119,3726,2946,4138
Johor,2028-01-01,3298,3015,3533,2823,3793
Johor,2028-02-01,3314,3029,3635,2846,4030
Johor,2028-03-01,4179,3895,4504,3703,4895
Johor,2028-04-01,4759,4467,5084,4292,5256
Johor,2028-05-01,4793,4531,5098,4290,5291
Johor,2028-06-01,4869,4586,5195,4393,5586
Johor,2028-07-01,4829,4537,5133,4354,5324
Johor,2028-08-01,5059,4775,5380,4583,5556
Johor,2028-09-01,4919,4628,5244,4443,5457
Johor,2028-10-01,5378,5094,5699,4874,5911
Johor,2028-11-01,4327,4000,4631,3824,4860
Johor,2028-12-01,3422,3130,3743,2918,3955
Johor,2029-01-01,3298,3049,3620,2833,3795
Johor,2029-02-01,3311,3048,3641,2845,4027
Johor,2029-03-01,4176,3893,4487,3709,4710
Johor,2029-04-01,4754,4462,5079,4286,5470
Johor,2029-05-01,4793,4531,5092,4326,5327
Johor,2029-06-01,4869,4577,5194,4394,5586
Johor,2029-07-01,4829,4566,5150,4362,5363
Johor,2029-08-01,5059,4809,5393,4583,5775
Johor,2029-09-01,4919,4657,5231,4454,5636
Johor,2029-10-01,5511,5252,5847,5044,6291
Johor,2029-11-01,4327,4035,4652,3851,4860
Johor,2029-12-01,3422,3119,3732,2918,3955
Johor,2030-01-01,3298,3033,3620,2795,3795
Johor,2030-02-01,3311,3008,3632,2808,3844
Johor,2030-03-01,4176,3885,4481,3700,4671
Johor,2030-04-01,4759,4456,5093,4283,5475
Johor,2030-05-01,4793,4510,5118,4318,5573
Johor,2030-06-01,4869,4577,5194,4402,5649
Johor,2030-07-01,4829,4546,5128,4354,5363
Johor,2030-08-01,5059,4776,5357,4583,5597
Johor,2030-09-01,4919,4592,5230,4416,5416
Johor,2030-10-01,5378,5050,5699,4874,6095
Johor,2030-11-01,4327,4043,4652,3850,4860
Johor,2030-12-01,3422,3138,3732,2946,3955
Kedah,2024-01-01,9843,9515,10164,9366,10376
Kedah,2024-02-01,9701,9399,10000,9226,10418
Kedah,2024-03-01,10223,9931,10548,9747,10756
Kedah,2024-04-01,10223,9939,10462,9747,10939
Kedah,2024-05-01,10278,10013,10603,9810,10994
Kedah,2024-06-01,10250,9985,10571,9782,10966
Kedah,2024-07-01,10411,10108,10732,9908,10945
Kedah,2024-08-01,10386,10135,10711,9910,11165
Kedah,2024-09-01,10550,10258,10848,10047,11047
Kedah,2024-10-01,11257,10973,11578,10781,11790
Kedah,2024-11-01,11043,10760,11348,10540,11577
Kedah,2024-12-01,10875,10582,11204,10399,11591
Kedah,2025-01-01,10319,10056,10629,9873,10817
Kedah,2025-02-01,9069,8786,9390,8594,9786
Kedah,2025-03-01,9596,9304,9900,9120,10129
Kedah,2025-04-01,9658,9366,9962,9155,10374
Kedah,2025-05-01,9264,8972,9568,8796,9797
Kedah,2025-06-01,9521,9237,9825,9053,10059
Kedah,2025-07-01,9413,9120,9742,8937,10130
Kedah,2025-08-01,9754,9470,10079,9287,10470
Kedah,2025-09-01,10102,9800,10424,9599,10636
Kedah,2025-10-01,10430,10171,10755,9963,11147
Kedah,2025-11-01,9766,9481,10091,9290,10299
Kedah,2025-12-01,9673,9389,9977,9196,10211
Kedah,2026-01-01,8906,8646,9210,8438,9439
Kedah,2026-02-01,8595,8268,8905,8092,9129
Kedah,2026-03-01,8339,8076,8664,7863,8837
Kedah,2026-04-01,8728,8425,9032,8252,9223
Kedah,2026-05-01,8387,8103,8712,7911,9103
Kedah,2026-06-01,8452,8149,8750,7976,8985
Kedah,2026-07-01,8361,8069,8671,7885,8858
Kedah,2026-08-01,8646,8362,8956,8170,9143
Kedah,2026-09-01,8911,8627,9221,8435,9444
Kedah,2026-10-01,9808,9516,10130,9332,10524
Kedah,2026-11-01,8511,8227,8821,8035,9044
Kedah,2026-12-01,7794,7531,8104,7327,8291
Kedah,2027-01-01,8059,7774,8369,7555,8592
Kedah,2027-02-01,7863,7516,8184,7387,8396
Kedah,2027-03-01,8434,8150,8755,7958,8967
Kedah,2027-04-01,8668,8363,8993,8165,9384
Kedah,2027-05-01,8340,8089,8661,7874,8873
Kedah,2027-06-01,8350,8058,8660,7847,8848
Kedah,2027-07-01,8320,7993,8645,7817,8853
Kedah,2027-08-01,8529,8266,8850,8026,9062
Kedah,2027-09-01,8654,8327,8975,8053,9370
Kedah,2027-10-01,8574,8311,8899,8098,9353
Kedah,2027-11-01,7782,7476,8081,7181,8277
Kedah,2027-12-01,7710,7447,8031,7207,8248
Kedah,2028-01-01,7209,6946,7538,6733,7925
Kedah,2028-02-01,6911,6627,7240,6444,7627
Kedah,2028-03-01,10059,9826,10384,9592,10557
Kedah,2028-04-01,9933,9674,10268,9466,10712
Kedah,2028-05-01,9359,9099,9680,8883,10075
Kedah,2028-06-01,9233,8905,9554,8730,9766
Kedah,2028-07-01,8970,8667,9280,8494,9467
Kedah,2028-08-01,9543,9259,9847,9067,10040
Kedah,2028-09-01,9451,9159,9761,8975,9984
Kedah,2028-10-01,9499,9196,9803,9023,10215
Kedah,2028-11-01,8120,7835,8430,7616,8653
Kedah,2028-12-01,7545,7262,7843,7078,8079
Kedah,2029-01-01,7035,6742,7345,6559,7568
Kedah,2029-02-01,6501,6217,6735,6024,6998
Kedah,2029-03-01,9354,9051,9679,8886,10070
Kedah,2029-04-01,9528,9244,9826,9052,10066
Kedah,2029-05-01,9193,8909,9518,8717,9726
Kedah,2029-06-01,9397,9094,9707,8894,9930
Kedah,2029-07-01,9321,9018,9631,8845,9854
Kedah,2029-08-01,9557,9292,9886,9054,10336
Kedah,2029-09-01,9523,9232,9822,9047,10057
Kedah,2029-10-01,9510,9245,9821,9035,10227
Kedah,2029-11-01,8425,8141,8735,7922,9141
Kedah,2029-12-01,7730,7424,8051,7226,8227
Kedah,2030-01-01,6943,6680,7253,6467,7659
Kedah,2030-02-01,6478,6194,6788,6002,7011
Kedah,2030-03-01,9054,8751,9364,8587,9770
Kedah,2030-04-01,9701,9438,10005,9235,10234
Kedah,2030-05-01,9096,8837,9406,8629,9634
Kedah,2030-06-01,9467,9183,9788,8991,10000
Kedah,2030-07-01,9346,9054,9667,8869,9884
Kedah,2030-08-01,9520,9236,9854,9052,10053
Kedah,2030-09-01,9498,9233,9808,8994,10031
Kedah,2030-10-01,9485,9225,9806,9039,10018
Kedah,2030-11-01,8540,8256,8861,8072,9256
Kedah,2030-12-01,7485,7193,7724,7017,7982
Kelantan,2024-01-01,2036,1708,2346,1435,2752
Kelantan,2024-02-01,2657,2394,2986,2190,3373
Kelantan,2024-03-01,3488,3228,3809,3012,4021
Kelantan,2024-04-01,5191,4888,5489,4723,5686
Kelantan,2024-05-01,5442,5112,5746,4938,6158
Kelantan,2024-06-01,5765,5462,6069,5164,6298
Kelantan,2024-07-01,5739,5447,6060,5264,6273
Kelantan,2024-08-01,5543,5196,5877,5040,6077
Kelantan,2024-09-01,5804,5520,6129,5301,6337
Kelantan,2024-10-01,5510,5227,5821,5044,6227
Kelantan,2024-11-01,4366,4038,4687,3862,5082
Kelantan,2024-12-01,3381,3097,3706,2905,4097
Kelantan,2025-01-01,2697,2394,3007,2221,3230
Kelantan,2025-02-01,2746,2463,3067,2279,3280
Kelantan,2025-03-01,3585,3283,3910,3082,4119
Kelantan,2025-04-01,4068,3765,4401,3564,4784
Kelantan,2025-05-01,4649,4384,4974,4182,5365
Kelantan,2025-06-01,5085,4783,5396,4582,5582
Kelantan,2025-07-01,5095,4804,5340,4592,5629
Kelantan,2025-08-01,5423,5094,5745,4823,5920
Kelantan,2025-09-01,5373,5110,5699,4906,6089
Kelantan,2025-10-01,5524,5233,5849,5048,6058
Kelantan,2025-11-01,4327,3997,4652,3850,4824
Kelantan,2025-12-01,3422,3094,3732,2918,3919
Kelantan,2026-01-01,3221,2929,3542,2718,3754
Kelantan,2026-02-01,3087,2758,3392,2487,3804
Kelantan,2026-03-01,3935,3644,4260,3432,4473
Kelantan,2026-04-01,4413,4110,4718,3938,5130
Kelantan,2026-05-01,4466,4182,4771,3990,4964
Kelantan,2026-06-01,4495,4245,4816,4027,5028
Kelantan,2026-07-01,4402,4111,4713,3935,4936
Kelantan,2026-08-01,5009,4759,5338,4541,5542
Kelantan,2026-09-01,5360,5057,5685,4884,6139
Kelantan,2026-10-01,5524,5233,5829,5021,6241
Kelantan,2026-11-01,4327,4035,4631,3851,4824
Kelantan,2026-12-01,3422,3162,3747,2918,3955
Kelantan,2027-01-01,3278,2994,3603,2802,3811
Kelantan,2027-02-01,3224,2931,3549,2623,3757
Kelantan,2027-03-01,3980,3677,4302,3477,4514
Kelantan,2027-04-01,4470,4185,4791,3994,5186
Kelantan,2027-05-01,4466,4174,4764,3963,5182
Kelantan,2027-06-01,4567,4238,4872,3967,5101
Kelantan,2027-07-01,4475,4183,4796,3999,5193
Kelantan,2027-08-01,4690,4387,4994,4214,5223
Kelantan,2027-09-01,5211,4908,5532,4708,5927
Kelantan,2027-10-01,5491,5231,5816,5015,6024
Kelantan,2027-11-01,4327,4024,4638,3824,5043
Kelantan,2027-12-01,3422,3130,3743,2954,3919
Kelantan,2028-01-01,3298,3007,3597,2793,3832
Kelantan,2028-02-01,3293,3010,3614,2826,4009
Kelantan,2028-03-01,4155,3852,4453,3652,4652
Kelantan,2028-04-01,4752,4425,4991,4247,5247
Kelantan,2028-05-01,4792,4463,5114,4289,5508
Kelantan,2028-06-01,4878,4575,5182,4375,5411
Kelantan,2028-07-01,4838,4546,5142,4370,5376
Kelantan,2028-08-01,5139,4847,5437,4693,5637
Kelantan,2028-09-01,4876,4573,5180,4408,5414
Kelantan,2028-10-01,5378,5086,5703,4902,6095
Kelantan,2028-11-01,4327,4024,4637,3726,5043
Kelantan,2028-12-01,3422,3094,3732,2946,4138
Kelantan,2029-01-01,3298,3049,3620,2823,3832
Kelantan,2029-02-01,3314,3029,3639,2846,3847
Kelantan,2029-03-01,4179,3876,4489,3676,4895
Kelantan,2029-04-01,4759,4467,5084,4256,5475
Kelantan,2029-05-01,4793,4491,5104,4318,5331
Kelantan,2029-06-01,4869,4577,5168,4394,5403
Kelantan,2029-07-01,4829,4526,5154,4353,5546
Kelantan,2029-08-01,5059,4767,5371,4583,5557
Kelantan,2029-09-01,4960,4710,5259,4494,5434
Kelantan,2029-10-01,5511,5220,5823,5008,6045
Kelantan,2029-11-01,4327,4024,4638,3824,4865
Kelantan,2029-12-01,3422,3138,3732,2946,4138
Kelantan,2030-01-01,3298,2996,3628,2823,4016
Kelantan,2030-02-01,3311,2984,3621,2710,3844
Kelantan,2030-03-01,4176,3914,4506,3709,4714
Kelantan,2030-04-01,4754,4462,5075,4250,5287
Kelantan,2030-05-01,4793,4510,5104,4290,5327
Kelantan,2030-06-01,4869,4540,5180,4394,5403
Kelantan,2030-07-01,4829,4570,5158,4354,5546
Kelantan,2030-08-01,5059,4794,5363,4583,5593
Kelantan,2030-09-01,4919,4614,5218,4416,5453
Kelantan,2030-10-01,5378,5075,5711,4874,6094
Kelantan,2030-11-01,4327,4024,4652,3851,5043
Kelantan,2030-12-01,3422,3159,3743,2946,4139
Melaka,2024-01-01,239,-53,549,-238,736
Melaka,2024-02-01,343,41,673,-162,1060
Melaka,2024-03-01,580,320,878,104,1078
Melaka,2024-04-01,352,89,677,-116,885
Melaka,2024-05-01,374,90,685,-102,872
Melaka,2024-06-01,343,59,647,-125,840
Melaka,2024-07-01,376,84,686,-128,871
Melaka,2024-08-01,514,223,819,11,1048
Melaka,2024-09-01,401,109,722,-67,1180
Melaka,2024-10-01,542,214,846,66,1075
Melaka,2024-11-01,386,123,719,-90,1102
Melaka,2024-12-01,239,-11,549,-237,955
Melaka,2025-01-01,592,264,902,86,1125
Melaka,2025-02-01,549,257,859,73,1087
Melaka,2025-03-01,778,473,1099,275,1275
Melaka,2025-04-01,549,246,859,73,1265
Melaka,2025-05-01,572,245,870,69,1105
Melaka,2025-06-01,540,256,862,37,1037
Melaka,2025-07-01,573,270,877,70,1107
Melaka,2025-08-01,771,508,1092,296,1305
Melaka,2025-09-01,586,336,911,118,1119
Melaka,2025-10-01,740,480,1065,236,1456
Melaka,2025-11-01,571,243,881,65,1108
Melaka,2025-12-01,424,161,749,-52,1142
Melaka,2026-01-01,592,264,896,88,1086
Melaka,2026-02-01,549,246,874,46,1082
Melaka,2026-03-01,778,494,1083,275,1275
Melaka,2026-04-01,549,257,859,46,1047
Melaka,2026-05-01,572,287,876,69,1105
Melaka,2026-06-01,540,257,865,65,1257
Melaka,2026-07-01,573,281,894,70,1070
Melaka,2026-08-01,771,506,1082,268,1305
Melaka,2026-09-01,586,302,896,82,1119
Melaka,2026-10-01,740,448,1061,236,1456
Melaka,2026-11-01,571,311,892,67,1067
Melaka,2026-12-01,424,161,728,-52,957
Melaka,2027-01-01,592,300,831,88,1086
Melaka,2027-02-01,549,265,860,73,1082
Melaka,2027-03-01,778,475,1076,275,1275
Melaka,2027-04-01,549,246,859,73,1265
Melaka,2027-05-01,572,245,882,69,1069
Melaka,2027-06-01,540,249,862,37,1257
Melaka,2027-07-01,573,310,902,70,1290
Melaka,2027-08-01,771,508,1105,305,1551
Melaka,2027-09-01,586,323,911,110,1302
Melaka,2027-10-01,740,412,1061,236,1456
Melaka,2027-11-01,571,268,875,67,1108
Melaka,2027-12-01,424,140,745,-52,957
Melaka,2028-01-01,592,289,913,88,1308
Melaka,2028-02-01,549,286,870,73,1047
Melaka,2028-03-01,778,495,1088,302,1494
Melaka,2028-04-01,549,289,853,73,1046
Melaka,2028-05-01,572,288,876,96,1070
Melaka,2028-06-01,540,238,845,37,1074
Melaka,2028-07-01,573,289,898,98,1107
Melaka,2028-08-01,771,468,1092,266,1305
Melaka,2028-09-01,586,336,830,82,1082
Melaka,2028-10-01,740,448,1038,236,1456
Melaka,2028-11-01,571,279,892,67,1287
Melaka,2028-12-01,424,132,734,-44,962
Melaka,2029-01-01,592,332,913,124,1130
Melaka,2029-02-01,549,246,788,73,1046
Melaka,2029-03-01,778,519,1077,312,1494
Melaka,2029-04-01,549,257,861,-52,1083
Melaka,2029-05-01,572,287,897,96,1070
Melaka,2029-06-01,540,249,865,64,1257
Melaka,2029-07-01,573,310,885,98,1111
Melaka,2029-08-01,771,506,1075,295,1266
Melaka,2029-09-01,586,323,911,110,1119
Melaka,2029-10-01,740,456,1061,236,1273
Melaka,2029-11-01,571,268,904,95,1104
Melaka,2029-12-01,424,119,745,-79,921
Melaka,2030-01-01,592,264,921,88,1308
Melaka,2030-02-01,549,246,853,73,1087
Melaka,2030-03-01,778,528,1099,302,1494
Melaka,2030-04-01,549,256,861,-52,1083
Melaka,2030-05-01,572,245,893,-29,1069
Melaka,2030-06-01,540,238,851,37,1257
Melaka,2030-07-01,573,290,877,106,1107
Melaka,2030-08-01,771,479,1070,268,1269
Melaka,2030-09-01,586,283,896,118,1082
Melaka,2030-10-01,740,480,1038,263,1273
Melaka,2030-11-01,571,311,892,103,1068
Melaka,2030-12-01,424,132,745,-79,957
Negeri Sembilan,2024-01-01,174,-131,495,-329,672
Negeri Sembilan,2024-02-01,127,-200,461,-376,843
Negeri Sembilan,2024-03-01,360,68,681,-116,894
Negeri Sembilan,2024-04-01,331,4,652,-145,864
Negeri Sembilan,2024-05-01,354,91,658,-114,850
Negeri Sembilan,2024-06-01,322,19,647,-181,856
Negeri Sembilan,2024-07-01,355,71,659,-148,1071
Negeri Sembilan,2024-08-01,494,234,819,-10,1027
Negeri Sembilan,2024-09-01,380,77,690,-123,1096
Negeri Sembilan,2024-10-01,521,229,843,46,1238
Negeri Sembilan,2024-11-01,372,80,677,-96,870
Negeri Sembilan,2024-12-01,242,-85,564,-261,959
Negeri Sembilan,2025-01-01,398,70,702,-106,894
Negeri Sembilan,2025-02-01,322,19,626,-182,855
Negeri Sembilan,2025-03-01,778,515,1103,311,1316
Negeri Sembilan,2025-04-01,549,286,874,82,1265
Negeri Sembilan,2025-05-01,572,307,876,105,1105
Negeri Sembilan,2025-06-01,540,249,845,64,1038
Negeri Sembilan,2025-07-01,573,290,894,98,1107
Negeri Sembilan,2025-08-01,771,488,1082,296,1305
Negeri Sembilan,2025-09-01,586,283,907,80,1365
Negeri Sembilan,2025-10-01,740,455,1051,264,1273
Negeri Sembilan,2025-11-01,571,243,892,67,1108
Negeri Sembilan,2025-12-01,424,119,729,-177,1140
Negeri Sembilan,2026-01-01,592,264,896,116,1308
Negeri Sembilan,2026-02-01,549,246,853,46,1265
Negeri Sembilan,2026-03-01,778,485,1088,275,1312
Negeri Sembilan,2026-04-01,549,257,874,82,1083
Negeri Sembilan,2026-05-01,572,242,876,96,1105
Negeri Sembilan,2026-06-01,540,238,839,73,1035
Negeri Sembilan,2026-07-01,573,270,877,68,1291
Negeri Sembilan,2026-08-01,771,536,1092,268,1268
Negeri Sembilan,2026-09-01,586,326,907,118,1123
Negeri Sembilan,2026-10-01,740,455,1065,263,1236
Negeri Sembilan,2026-11-01,571,243,875,67,1287
Negeri Sembilan,2026-12-01,424,132,749,-52,957
Negeri Sembilan,2027-01-01,592,341,902,126,1308
Negeri Sembilan,2027-02-01,549,246,874,73,1265
Negeri Sembilan,2027-03-01,778,486,1076,302,1494
Negeri Sembilan,2027-04-01,549,246,874,46,1083
Negeri Sembilan,2027-05-01,572,288,897,96,1069
Negeri Sembilan,2027-06-01,540,278,851,75,1074
Negeri Sembilan,2027-07-01,573,281,872,70,1111
Negeri Sembilan,2027-08-01,771,479,1082,304,1305
Negeri Sembilan,2027-09-01,586,323,911,110,1119
Negeri Sembilan,2027-10-01,740,448,1038,264,1273
Negeri Sembilan,2027-11-01,571,306,896,67,1104
Negeri Sembilan,2027-12-01,424,132,749,-82,957
Negeri Sembilan,2028-01-01,592,327,925,88,1308
Negeri Sembilan,2028-02-01,549,284,870,73,1082
Negeri Sembilan,2028-03-01,778,495,1107,275,1494
Negeri Sembilan,2028-04-01,549,257,788,46,1046
Negeri Sembilan,2028-05-01,572,307,882,96,1105
Negeri Sembilan,2028-06-01,540,249,785,37,1074
Negeri Sembilan,2028-07-01,573,270,898,-27,1290
Negeri Sembilan,2028-08-01,771,508,1082,296,1268
Negeri Sembilan,2028-09-01,586,258,907,110,1302
Negeri Sembilan,2028-10-01,740,456,1061,264,1273
Negeri Sembilan,2028-11-01,571,286,892,95,1287
Negeri Sembilan,2028-12-01,424,132,753,-44,1140
Negeri Sembilan,2029-01-01,592,289,913,116,1125
Negeri Sembilan,2029-02-01,549,284,878,82,1082
Negeri Sembilan,2029-03-01,778,495,1103,302,1494
Negeri Sembilan,2029-04-01,549,266,853,73,1083
Negeri Sembilan,2029-05-01,572,280,870,96,1105
Negeri Sembilan,2029-06-01,540,278,851,65,1074
Negeri Sembilan,2029-07-01,573,290,907,70,1290
Negeri Sembilan,2029-08-01,771,444,1083,268,1488
Negeri Sembilan,2029-09-01,586,283,896,118,1119
Negeri Sembilan,2029-10-01,740,437,1038,264,1235
Negeri Sembilan,2029-11-01,571,287,869,95,1068
Negeri Sembilan,2029-12-01,424,121,745,-52,1140
Negeri Sembilan,2030-01-01,592,300,921,124,1308
Negeri Sembilan,2030-02-01,549,246,870,46,1044
Negeri Sembilan,2030-03-01,778,495,1088,311,1312
Negeri Sembilan,2030-04-01,549,257,874,82,1265
Negeri Sembilan,2030-05-01,572,267,906,69,1105
Negeri Sembilan,2030-06-01,540,249,865,37,1257
Negeri Sembilan,2030-07-01,573,314,898,98,1290
Negeri Sembilan,2030-08-01,771,466,1070,266,1269
Negeri Sembilan,2030-09-01,586,258,884,110,1123
Negeri Sembilan,2030-10-01,740,477,1050,272,1273
Negeri Sembilan,2030-11-01,571,268,869,-30,1067
Negeri Sembilan,2030-12-01,424,121,745,-52,957
Pahang,2024-01-01,4179,3896,4478,3704,4717
Pahang,2024-02-01,5083,4791,5393,4482,5580
Pahang,2024-03-01,8151,7867,8455,7683,8684
Pahang,2024-04-01,8863,8600,9184,8386,9358
Pahang,2024-05-01,9136,8845,9447,8633,9674
Pahang,2024-06-01,9571,9279,9893,9068,10105
Pahang,2024-07-01,10076,9792,10380,9600,10571
Pahang,2024-08-01,10356,10028,10595,9852,10889
Pahang,2024-09-01,10636,10344,10965,10133,11174
Pahang,2024-10-01,11238,10946,11548,10762,11954
Pahang,2024-11-01,10375,10048,10685,9872,11091
Pahang,2024-12-01,6855,6527,7176,6349,7571
Pahang,2025-01-01,4478,4186,4803,4002,5194
Pahang,2025-02-01,3921,3594,4250,3418,4454
Pahang,2025-03-01,6463,6200,6785,5988,7001
Pahang,2025-04-01,7083,6791,7394,6580,7616
Pahang,2025-05-01,7411,7151,7715,6943,8127
Pahang,2025-06-01,7737,7410,8058,7261,8271
Pahang,2025-07-01,8186,7923,8511,7718,8902
Pahang,2025-08-01,8903,8619,9208,8427,9436
Pahang,2025-09-01,10174,9914,10484,9668,10671
Pahang,2025-10-01,10387,10124,10709,9920,10921
Pahang,2025-11-01,9113,8821,9417,8610,9646
Pahang,2025-12-01,7442,7159,7752,6966,7976
Pahang,2026-01-01,4857,4607,5167,4389,5390
Pahang,2026-02-01,4132,3805,4430,3629,4630
Pahang,2026-03-01,6678,6351,6988,6175,7211
Pahang,2026-04-01,7326,7061,7631,6823,7824
Pahang,2026-05-01,7359,7100,7685,6892,8075
Pahang,2026-06-01,7428,7177,7749,6952,8144
Pahang,2026-07-01,7622,7319,7951,7119,8340
Pahang,2026-08-01,8026,7743,8248,7559,8523
Pahang,2026-09-01,8996,8733,9317,8492,9534
Pahang,2026-10-01,9828,9544,10138,9361,10325
Pahang,2026-11-01,8774,8469,9085,8299,9271
